func_id,runtime,location,arrival_time
24202,49.56217063109678,eastus2,45
45417,361.8163238037248,centralus,214
41,37.977359589209364,swedencentral,601
25489,172.36127219676672,eastus2,277
19133,4261.031375459343,swedencentral,1077
1808,36906.01926788186,eastus2,30
18,2047.6721402741543,eastus2,141
24093,411.4284595642308,southcentralus,613
18,2552.0910036143277,eastus2,641
493,20.319703660946647,southcentralus,1112
15906,3.9095234591758463,southcentralus,649
189,71.0673363044721,southcentralus,617
18,2502.8137622070467,eastus2,354
189,75.14517387025468,southcentralus,335
15381,357.8498080979522,eastus2,938
1181,8.103583724543038,swedencentral,760
9528,114.69854588115666,southcentralus,971
46386,2458.2135117158145,swedencentral,1070
45417,284.10445127672756,eastus2,995
18,2371.1116826738566,centralus,513
41,38.225006025457034,southcentralus,195
31386,5.126841016410181,centralus,1391
61,11.522099914138256,eastus2,7
33426,216.96837037427645,eastus2,1268
18,1450.8157720005288,eastus2,196
189,81.37871727854223,eastus2,1009
9812,1.0,swedencentral,1307
33255,51.74278701846189,swedencentral,1103
18,1423.7953836181384,centralus,1064
31303,51947.59250465349,centralus,398
33624,0.927765137146415,eastus2,379
18,2492.3702425190104,southcentralus,103
27231,469.8874285874838,centralus,366
33122,132.8745083840563,swedencentral,1280
19072,3.0,eastus2,543
24004,33.35262995108176,centralus,1137
32425,238.86356110578012,southcentralus,928
18,1281.0483081348084,eastus2,680
45445,6.708956944679047,swedencentral,940
45417,289.28603878655514,eastus2,848
45416,300.97729800219696,swedencentral,970
9,263.15750674567374,eastus2,493
18,2256.0317954740754,centralus,1356
33122,197.8451405929965,swedencentral,1078
18,1337.9684487628251,southcentralus,786
33122,166.3856589406226,swedencentral,40
31386,2.3706965697645295,southcentralus,1125
15577,268.35507479723054,southcentralus,27
18,2118.653509149374,eastus2,1137
31386,7.512044421899187,southcentralus,100
9,243.2938167108063,centralus,70
31386,3.835241718467583,eastus2,1412
460,2.523873202379711,southcentralus,1269
45417,269.94283661922356,swedencentral,871
31386,2.564869508177867,swedencentral,1427
189,76.55546178615856,swedencentral,1242
18,1854.85951973928,centralus,725
45417,282.4514443858455,eastus2,449
15365,19.521198259448948,centralus,751
33122,184.37771665155702,eastus2,990
16916,192.68746487289974,southcentralus,1334
31387,14.934957318978041,swedencentral,340
903,21.387339823702476,southcentralus,658
61,108.10530257223918,swedencentral,316
35919,1240.799777409785,centralus,982
31872,581.9433981228677,centralus,251
18,2450.7490607758846,centralus,352
18,2112.556276323447,swedencentral,162
9,278.9013147219986,eastus2,1103
9519,6958.213416940801,southcentralus,946
15600,48.05117965977277,swedencentral,1207
9780,80.55002958551967,southcentralus,473
18,2545.9625032484128,centralus,392
31367,235.31592432911776,eastus2,550
45417,292.7197584116273,centralus,315
9,213.55887708182854,eastus2,1385
189,80.44204502974223,swedencentral,928
31800,124.71263623514056,swedencentral,1291
24406,2.81981580421844,swedencentral,932
18165,6411.2478836842365,southcentralus,1307
460,2.0795514628201244,eastus2,484
45636,6.222448667534153,southcentralus,323
31800,78.23862772789914,centralus,1310
49777,77.1263533718574,eastus2,1342
31387,14.875699887835392,centralus,534
15381,438.32285478669695,southcentralus,315
61,20.465097308068447,centralus,566
9,257.82336089266647,swedencentral,1302
15365,6.749797106731264,eastus2,234
15633,79.67709984955297,swedencentral,251
15374,620.6292569246663,swedencentral,394
45667,2.0,swedencentral,373
45667,2.0,eastus2,1139
45667,2.0,eastus2,1011
15906,19.074278256992223,centralus,1114
24134,32.03755506519693,swedencentral,1185
9881,65820.49990284638,eastus2,1429
31455,177.46610170016518,southcentralus,1124
18,1491.1457564950413,southcentralus,189
9,198.37370837726763,centralus,465
1184,182.28784080959286,swedencentral,260
33426,360.8782586548831,eastus2,281
9,374.3436362498794,swedencentral,248
10728,70.22326843629519,swedencentral,1017
31387,14.189895475345411,swedencentral,353
16612,426.07032379376227,swedencentral,12
15586,0.0,southcentralus,1054
18,2535.93462650827,eastus2,649
15424,42.70936620656705,centralus,656
18,1509.396681613466,swedencentral,89
31386,3.292758525529652,swedencentral,997
493,27.685195924428264,southcentralus,463
15854,352.5227827599522,swedencentral,549
45417,398.7961048357876,centralus,814
189,102.54125771614471,southcentralus,900
45472,2221.710312669947,centralus,125
32425,17.62755722126855,centralus,1285
18,1465.1497719074596,swedencentral,827
903,84.86686202477186,centralus,1294
24093,112.19000441055749,centralus,958
31851,200.60138028306855,southcentralus,181
61,11.214886591743985,eastus2,705
31386,2.502823708417873,southcentralus,886
31365,73.21707002397406,centralus,598
15659,50.89670076888983,southcentralus,295
31387,16.924606933614513,centralus,883
19075,3.331720998364018,centralus,565
45416,274.41345072609937,swedencentral,1186
18,1367.236969022411,eastus2,879
27166,151.46607539755863,centralus,983
17472,7.072726585386391,centralus,794
10098,81.22127645937208,southcentralus,1223
45417,403.0789799075381,eastus2,890
31423,25.49207817911312,southcentralus,498
45417,295.5651536016699,centralus,1420
15978,84.63220464910623,eastus2,767
18,1602.386397744555,eastus2,232
31387,17.74025983244514,southcentralus,365
460,1.3803982456774324,southcentralus,853
24204,19.95386183415783,centralus,407
903,36.241355353890825,southcentralus,242
31788,568.2020910263512,southcentralus,614
45661,23.998555802180178,swedencentral,840
31387,6138.101399807952,centralus,740
31778,48.48402844229497,swedencentral,998
45473,1502.8006499532087,centralus,490
18,1520.925547370864,eastus2,926
31800,191.19714124470352,swedencentral,61
10199,7.496137353856453,eastus2,861
32425,32.115142543660845,swedencentral,501
31879,68.19415600188417,eastus2,985
33131,44.255417970587935,eastus2,785
31800,94.94111675653562,eastus2,922
61,177.63461151567495,eastus2,250
33255,31.987024403194187,eastus2,1260
18,1181.11702134329,eastus2,379
1184,54.06696819330856,centralus,378
24035,959.6118308868298,southcentralus,1146
493,25.502054449476162,southcentralus,782
15397,352.30394996973433,swedencentral,264
1986,1.0,centralus,1123
18,1384.3380787338276,swedencentral,1304
157,119.4009441870851,centralus,695
31584,9530.232504595988,centralus,602
45417,327.763028360531,eastus2,1263
31441,2.967716503389747,swedencentral,964
31308,50.119295771230185,southcentralus,1378
45417,303.81685034546337,southcentralus,439
24570,3.1214687688331164,southcentralus,1120
32833,90.78106948950547,eastus2,590
9811,10.655276562092405,swedencentral,1078
51931,353.78430967384566,southcentralus,991
9,268.5000543095948,southcentralus,478
15365,22.415711483221767,southcentralus,205
18,2034.7995087125923,centralus,738
35247,472.3820298600553,centralus,384
24204,111.2233824707541,eastus2,250
493,27.33772822804604,centralus,1377
15381,189.4154528612558,eastus2,553
9334,265.77217560883753,centralus,1226
31387,14.84651632126312,swedencentral,569
9,239.26083133747707,centralus,46
15365,16.733507360954704,southcentralus,1313
45417,360.7960113004947,southcentralus,255
18629,153.37866304597134,swedencentral,731
31714,2.835047309130041,southcentralus,1153
9,268.48072088467023,southcentralus,67
31433,33.66766961128404,eastus2,785
493,54.96124447611748,eastus2,1333
31387,14.949360284842868,swedencentral,1306
45417,284.96011200770073,eastus2,897
15365,15.835346812095768,swedencentral,1360
45667,2.427747820203546,eastus2,1130
15854,2574.8535527452127,swedencentral,532
45417,376.8598870330722,centralus,942
189,75.44036219048293,centralus,853
24200,36.14093089541706,eastus2,506
16660,48.84176826829207,swedencentral,872
18,1301.8048199595062,eastus2,1156
41,29.59385015301671,centralus,503
189,76.46378704506832,swedencentral,955
45417,277.9132015991122,centralus,1070
9,274.05887329851686,eastus2,647
16416,29.38437593550248,centralus,1098
18,1325.1258215424548,swedencentral,258
18,1369.5343348531217,southcentralus,63
16205,43.066513566956516,eastus2,1375
24202,55.28348791270972,southcentralus,285
9,320.804251498143,centralus,615
45667,4.095848724139404,southcentralus,1405
16660,10.531674433128178,southcentralus,603
45417,290.58466504557225,swedencentral,1184
45417,271.06585683979387,swedencentral,1169
15906,16.374093423800172,southcentralus,1123
45417,294.066767643486,swedencentral,588
16205,41.71511123937567,swedencentral,1004
31909,55.46035232018874,southcentralus,263
16765,789.4543768116375,centralus,1069
1184,72.9449097252228,centralus,606
157,133.64605002356618,swedencentral,827
189,102.49397403566017,southcentralus,1263
18,1447.711499357297,eastus2,1273
24204,25.005000854670044,southcentralus,424
31800,82.63827649495086,swedencentral,1181
24204,21.411085027563114,eastus2,1179
45427,71.97924213191968,eastus2,555
18,1523.9676972278176,eastus2,531
15418,51.929466802463175,swedencentral,912
33426,164.73312030799897,eastus2,1152
16204,65.12438870325985,swedencentral,54
45667,2.9728284180318396,swedencentral,989
45417,295.65293393789733,southcentralus,181
15381,163.7880686023604,southcentralus,804
16461,56.31970988060707,southcentralus,191
18,1494.874506099538,eastus2,853
189,75.84454774838933,southcentralus,466
45416,269.7706706595842,southcentralus,198
18,2162.891438529645,eastus2,209
45947,90.94950218478007,centralus,289
18,1452.1491165673187,swedencentral,1051
18,1154.5705916098002,eastus2,1110
18,1185.4007254092924,centralus,33
903,52.10218543010969,southcentralus,1205
903,41.76747980394682,centralus,546
375,29.487916674829982,centralus,1048
9,214.772196351771,eastus2,606
31456,357758.4679765188,swedencentral,184
18,1743.8634325183043,swedencentral,1210
61,90.6366063073601,eastus2,222
493,29.35089738733327,centralus,1198
45416,288.9688473694215,centralus,552
18,1546.1051821316137,swedencentral,95
33426,117.54219453871956,eastus2,1268
15365,18.931115573678465,eastus2,1151
1223,7.356806875460032,swedencentral,638
9,243.9543778567666,swedencentral,252
978,16.219131562465282,southcentralus,1330
18294,196.08842400450482,eastus2,900
31149,278.6294096721145,centralus,1248
16204,51.77349921366008,swedencentral,1004
17665,28.31445372405082,centralus,453
184,64.02104893615144,swedencentral,211
189,79.69504032372735,eastus2,157
45667,9.421323490464996,eastus2,438
24205,22.893899668684817,centralus,481
31341,49.31206860306917,swedencentral,443
31190,77.51902871227384,eastus2,854
15415,1168.6356608769554,eastus2,802
45417,294.55463754933515,eastus2,346
1569,207.32376069555716,eastus2,74
25198,48.152814390037506,centralus,1012
18,463.54088390724957,southcentralus,814
15463,1762.8916962709964,centralus,1010
45417,296.60918474062976,eastus2,1152
15906,2.7242466619540275,centralus,503
32393,91.52570295498731,centralus,916
189,76.20050382459196,swedencentral,693
45417,294.88667903278656,southcentralus,968
31350,180.00424747267513,swedencentral,1283
45417,295.747475952506,swedencentral,734
61,36.23006821356829,swedencentral,1325
493,25.527745137332346,eastus2,117
43,35.42831265411421,swedencentral,748
61,17.166660151796872,southcentralus,123
45417,368.36223785782454,swedencentral,654
34653,5.123742978991424,eastus2,1356
31800,136.12969451543904,southcentralus,1055
61,23.341170279827566,eastus2,408
45417,275.4617522567149,swedencentral,236
1474,1733.980752632536,swedencentral,772
45667,2.4900014794154073,swedencentral,96
45417,263.39727678150376,eastus2,296
31303,2576.3270973917115,eastus2,159
18,1479.099104265769,centralus,1235
16204,55.336632437358894,southcentralus,327
15906,40.097968822394115,swedencentral,838
15365,17.318370185533272,eastus2,101
24106,11.474157379903309,swedencentral,190
45824,179.71150037412124,eastus2,1097
31891,185.53274046543538,swedencentral,436
19072,3.0,swedencentral,446
18,1510.8019386369863,centralus,953
45416,415.82965833827546,centralus,1086
16204,89.94623232250419,swedencentral,669
16204,56.46525745076124,swedencentral,1032
18,1777.389867346228,eastus2,1097
9780,57.00862557981306,centralus,553
36063,193.90992072021155,southcentralus,1002
31159,23.355462414531438,eastus2,712
