func_id,runtime,location,arrival_time
31377,46.74920218109477,swedencentral,465
59342,25.67727695923598,swedencentral,739
33426,162.8372295276695,southcenralus,1027
9523,86.25921985855699,centralus,1316
1225,172.52403485064627,eastus2,693
45417,276.38274979895544,swedencentral,652
24086,1182.3618816640865,swedencentral,1246
31303,94.33106401941447,swedencentral,1118
35262,15437.881087171745,centralus,575
31303,3062.791267664255,eastus2,1064
18,2091.409683695572,swedencentral,1251
31455,163.13445840614938,centralus,585
15906,15.605038192906923,swedencentral,742
18,2010.3789643138282,eastus2,1064
24204,16.136056770929443,eastus2,1130
15427,23.231066785260076,southcenralus,858
33122,138.53998338189618,eastus2,26
9,277.06914666255847,swedencentral,1229
554,94.4652093613274,swedencentral,100
45991,558.6175696017027,eastus2,396
24204,126.18723001024082,swedencentral,490
24043,51.72487974636961,centralus,1391
31386,4.687283838233536,centralus,363
33426,245.4173206937982,eastus2,1208
18,1167.6690417595069,southcenralus,1206
24204,20.329911509926674,southcenralus,414
32425,109.00574056675869,centralus,1133
35919,683.3226986558656,centralus,952
31341,31.254116747570833,centralus,1201
31386,4.650014884988652,southcenralus,481
32425,27.427909043670528,eastus2,1012
33921,259.1202820979063,southcenralus,1084
33122,111.36590387889758,southcenralus,72
189,113.31620891808554,eastus2,737
45480,55.78432834620791,centralus,1393
15545,156.2206879798146,centralus,1209
493,51.98152669797994,southcenralus,716
33921,522.3869038824749,southcenralus,829
493,54.56911247067627,centralus,603
45667,2.0,centralus,156
9780,37.829185533073456,swedencentral,1217
45636,13.803158000489368,swedencentral,208
33353,148.2049644587786,eastus2,1111
189,91.90168204505619,swedencentral,465
31386,4.4783364028819435,eastus2,213
61,106.1846473812594,eastus2,1040
45519,23.16762695123151,swedencentral,925
16205,39.75574500106282,swedencentral,1048
189,76.44620432709372,centralus,485
45417,272.0613791654155,swedencentral,463
9,254.35749656810026,centralus,523
375,160.33605288046044,swedencentral,1006
18,2655.6246034267524,eastus2,1278
18,1722.3987598625206,eastus2,67
1388,12.42476931319218,swedencentral,245
45417,310.4716073367058,swedencentral,481
10098,13.315746990409972,centralus,320
31387,15.215489348505681,swedencentral,531
553,22.982301058693288,eastus2,1086
9528,170.61413378330766,southcenralus,426
18,1900.982355409243,swedencentral,1362
33131,182.99252886041754,swedencentral,309
31714,21.19058894304633,centralus,595
18,1932.6807415789456,southcenralus,1417
61,11.045196260242681,southcenralus,798
35919,1007.9989849128278,eastus2,1091
460,2.161091025255976,southcenralus,921
15552,20.54415193302357,eastus2,1062
903,25.27852930002323,eastus2,349
9310,1390.4215153418002,swedencentral,841
45667,2.0,swedencentral,679
61,174.5335118468815,eastus2,650
15978,84.93720653792735,centralus,720
33426,257.7902754143913,centralus,274
9,213.3643651271805,southcenralus,1126
31878,118.61886895392483,centralus,1008
24202,117.02332746271544,swedencentral,716
817,15.517793066820522,centralus,1193
1184,33.08310032461284,centralus,743
24404,51.78892800369041,centralus,692
9,4207.446576625784,swedencentral,1377
15365,20.42569896724251,southcenralus,725
15906,6.159458383319616,eastus2,1082
903,36.69102239626724,centralus,592
45417,265.9515198892343,centralus,147
43,30.460882066682668,eastus2,1150
493,23.387424009044857,centralus,243
45417,279.0038280301004,swedencentral,583
17434,348.6650713471444,centralus,93
15365,16.89177209935766,southcenralus,296
15959,62.4687580202397,centralus,1127
1473,12.202015630574607,centralus,1197
45416,267.380492106109,eastus2,796
45417,267.4052989053103,eastus2,766
45667,2.1959308362045857,eastus2,1035
9,218.5905728775061,southcenralus,1189
45824,415.15124320019095,eastus2,331
31714,2.7957324724032353,centralus,587
554,42.457999635990774,swedencentral,1122
61,20.715733055331484,swedencentral,470
17768,16.543391184383303,eastus2,216
31648,4541.984401979228,southcenralus,414
24204,23.30874550253547,swedencentral,332
45417,261.1502476178256,eastus2,568
136,1.971958972393507,centralus,538
45417,282.6149602238016,swedencentral,435
18,1466.5067129141607,swedencentral,1057
9811,84.78487575816281,swedencentral,1105
369,484.78992630441434,eastus2,251
216,297.6978450074825,swedencentral,9
246,18.01322979681708,southcenralus,160
31879,73.54128616814324,centralus,1012
9,245.33060302245255,swedencentral,377
18,1887.0781630027273,southcenralus,359
9335,1137.727578139977,swedencentral,285
9332,492.32436713469144,centralus,902
33426,213.31084838191532,centralus,1089
17873,71.04561909926605,centralus,355
9,268.6112115396703,southcenralus,19
32583,39.67101831680577,southcenralus,39
9787,1.0,southcenralus,893
35919,722.2921599821325,swedencentral,720
87,1.674714458803968,eastus2,1059
15965,123.60003717223185,swedencentral,612
45472,692.7347054979107,eastus2,1049
45417,279.5865142079894,southcenralus,829
9,249.35827678728185,eastus2,400
15365,15.598423927385822,centralus,1037
9,244.39002221628968,eastus2,1079
903,207.16491028921214,eastus2,1204
18,1570.4879486827867,centralus,624
1374,629.1880886393981,swedencentral,464
15906,187.34710346543102,centralus,379
18296,44.41203276710906,southcenralus,1094
31303,1790.91853179845,eastus2,320
45417,277.7792077538837,swedencentral,813
18,1725.9895827581188,eastus2,386
493,36.34327313337322,southcenralus,744
35247,511.68978982436056,swedencentral,407
31387,26.358951210932666,centralus,608
45417,334.3184564371558,centralus,1077
1473,12.728251568557498,eastus2,1183
18,2609.4777679063554,centralus,1144
614,10.762540425949329,southcenralus,651
45417,281.56152074912535,southcenralus,40
23983,19.034186252470157,southcenralus,666
45667,2.0,southcenralus,622
31387,17.389065906990435,southcenralus,1137
34688,1.0,eastus2,1082
29,35.54826645902431,swedencentral,19
35919,533.3708350875872,swedencentral,714
45417,346.9232751078806,southcenralus,88
18,2161.2945149100556,centralus,785
18,1420.5926241555433,southcenralus,570
45417,270.32960338764417,southcenralus,1085
31714,1.6197742597622606,centralus,441
49777,42.74798482577854,swedencentral,772
9,219.29338231545253,centralus,921
49777,170.0164815814279,southcenralus,46
9,250.9037478871949,eastus2,76
33037,50.22539049311009,eastus2,1041
31386,4.694725770499151,centralus,112
15381,476.816904364374,eastus2,1066
61,21.709226746200095,eastus2,965
45667,1.5252371828371396,southcenralus,1210
9,269.6136756020538,southcenralus,1044
45417,282.6869311830025,southcenralus,1223
45414,288485.6272613504,southcenralus,1365
24204,118.53058032005903,eastus2,773
45417,275.3033629987498,southcenralus,656
24204,15.960246112701599,swedencentral,660
189,84.24377938000633,swedencentral,944
24433,229.35145851240395,eastus2,1194
31308,64.30466781426055,centralus,434
903,32.629673288133205,centralus,1114
1223,7.653573747449425,eastus2,290
35530,202.05497948468155,eastus2,91
18,1569.0463166153509,centralus,1213
18,1696.279545535921,centralus,131
375,26.390640982682473,centralus,125
15978,163.95882576021947,swedencentral,735
18,1820.9752489635287,swedencentral,831
246,20.193270496305217,southcenralus,1425
189,74.09378117745806,eastus2,1014
45504,0.9346877747760538,eastus2,691
31367,315.68875022988306,eastus2,1060
45472,424.00786709502773,eastus2,218
49777,110.6183483404925,southcenralus,643
31714,5.361337089706435,swedencentral,1059
15381,323.71573358305113,eastus2,846
45504,3.468954820749742,southcenralus,778
18,2486.1459865393017,eastus2,1179
18,1817.115793034382,eastus2,414
18,1554.6758436881541,southcenralus,829
18,1551.7273692695944,centralus,536
9,256.6427729669306,southcenralus,596
18,1736.4773246329341,eastus2,596
18,1775.317027348044,swedencentral,796
45417,282.24061892846544,centralus,846
45455,25.02087978200831,centralus,801
45417,274.5237447058095,centralus,40
45416,422.182036844892,swedencentral,65
9,264.0499297892592,southcenralus,714
903,32.86679119752744,centralus,1030
9295,14.234570376899374,swedencentral,1046
903,36.0970927348891,eastus2,1220
45417,279.61436504126397,swedencentral,816
33426,221.22769256954933,centralus,1211
15379,20.908447578053945,swedencentral,1205
45416,251.55401907795786,swedencentral,1044
